,predicted_mean
2025-02-24,-9.14751338195665e-258
2025-02-25,-9.44119541646554e-258
2025-02-26,-8.975685333240052e-258
2025-02-27,-7.037027994832189e-258
2025-02-28,-1.1656530938957388e-257
2025-03-01,-1.3549027359109612e-257
2025-03-02,-1.3591324243445924e-257
2025-03-03,-1.1461463214231558e-257
2025-03-04,-1.3082900360836215e-257
2025-03-05,-1.4914738285745034e-257
2025-03-06,-1.5650010334383052e-257
2025-03-07,-1.4151243531366901e-257
2025-03-08,-1.4194801196240538e-257
2025-03-09,-1.530999936023096e-257
2025-03-10,-1.631669870794228e-257
2025-03-11,-1.5623710750227065e-257
2025-03-12,-1.5111738760470156e-257
2025-03-13,-1.5501296750537804e-257
2025-03-14,-1.6374156986870811e-257
2025-03-15,-1.6286293356211433e-257
2025-03-16,-1.5788630027246292e-257
2025-03-17,-1.5717232100649572e-257
2025-03-18,-1.6267992577929841e-257
2025-03-19,-1.6481425399993736e-257
2025-03-20,-1.6205686927934916e-257
2025-03-21,-1.5958151176889294e-257
2025-03-22,-1.6192540894456652e-257
2025-03-23,-1.6464356827377134e-257
2025-03-24,-1.640358726505362e-257
2025-03-25,-1.6169256145794105e-257
