,predicted_mean
2025-02-24,1.154286779663475e-19
2025-02-25,1.5582115734437952e-19
2025-02-26,1.9565954262130555e-19
2025-02-27,2.6987222877917097e-19
2025-02-28,3.176815997031857e-19
2025-03-01,3.574545012705742e-19
2025-03-02,4.0973038924140614e-19
2025-03-03,4.49723512793519e-19
2025-03-04,4.842684352001062e-19
2025-03-05,5.217277732340185e-19
2025-03-06,5.534513610434276e-19
2025-03-07,5.812649628999477e-19
2025-03-08,6.090026627894574e-19
2025-03-09,6.335059970615972e-19
2025-03-10,6.553589516551261e-19
2025-03-11,6.762109200266443e-19
2025-03-12,6.950145560447829e-19
2025-03-13,7.119559215114795e-19
2025-03-14,7.277796920175365e-19
2025-03-15,7.42172683763607e-19
2025-03-16,7.552260931859493e-19
2025-03-17,7.672881521184613e-19
2025-03-18,7.783000717180568e-19
2025-03-19,7.883252812848107e-19
2025-03-20,7.975407731215349e-19
2025-03-21,8.059658951881249e-19
2025-03-22,8.136529269934101e-19
2025-03-23,8.207010560642018e-19
2025-03-24,8.271479713749275e-19
2025-03-25,8.330372271521729e-19
