,predicted_mean
2025-02-24,1.235974962991959e-189
2025-02-25,2.012552478123446e-189
2025-02-26,2.737392290542172e-189
2025-02-27,3.3415006895467566e-189
2025-02-28,3.915531417288154e-189
2025-03-01,4.441615174647319e-189
2025-03-02,4.923205543401709e-189
2025-03-03,5.361495495903075e-189
2025-03-04,5.7614046437786496e-189
2025-03-05,6.126506720806707e-189
2025-03-06,6.4598724118874994e-189
2025-03-07,6.764194672158141e-189
2025-03-08,7.041990003159146e-189
2025-03-09,7.295574219693233e-189
2025-03-10,7.527061581357184e-189
2025-03-11,7.738377967262452e-189
2025-03-12,7.931280491177141e-189
2025-03-13,8.107373489393068e-189
2025-03-14,8.268121765171579e-189
2025-03-15,8.414862498625479e-189
2025-03-16,8.548816310477216e-189
2025-03-17,8.671097442900324e-189
2025-03-18,8.782723045561076e-189
2025-03-19,8.884621637065701e-189
2025-03-20,8.977640825776703e-189
2025-03-21,9.062554359463463e-189
2025-03-22,9.140068561641843e-189
2025-03-23,9.21082820708117e-189
2025-03-24,9.275421885164486e-189
2025-03-25,9.334386895838475e-189
