Date,HW_Forecast
2025-02-24,-6.953422980179935e-05
2025-02-25,-0.0025502711198739643
2025-02-26,0.002247924382944997
2025-02-27,-5.4843535663536846e-05
2025-02-28,-5.2483874405185755e-05
2025-03-01,-3.424049304785692e-05
2025-03-02,1.725109697687594e-07
2025-03-03,-6.953422980179935e-05
2025-03-04,-0.0025502711198739643
2025-03-05,0.002247924382944997
2025-03-06,-5.4843535663536846e-05
2025-03-07,-5.2483874405185755e-05
2025-03-08,-3.424049304785692e-05
2025-03-09,1.725109697687594e-07
2025-03-10,-6.953422980179935e-05
2025-03-11,-0.0025502711198739643
2025-03-12,0.002247924382944997
2025-03-13,-5.4843535663536846e-05
2025-03-14,-5.2483874405185755e-05
2025-03-15,-3.424049304785692e-05
2025-03-16,1.725109697687594e-07
2025-03-17,-6.953422980179935e-05
2025-03-18,-0.0025502711198739643
2025-03-19,0.002247924382944997
2025-03-20,-5.4843535663536846e-05
2025-03-21,-5.2483874405185755e-05
2025-03-22,-3.424049304785692e-05
2025-03-23,1.725109697687594e-07
2025-03-24,-6.953422980179935e-05
2025-03-25,-0.0025502711198739643
